date|Channel 1|text
2020-01-01|0.0|The channel 1 period is 21 and goes steady
2020-01-02|0.29475517441090415|The channel 1 period is 21 and goes steady
2020-01-03|0.563320058063622|The channel 1 period is 21 and goes steady
2020-01-04|0.7818314824680298|The channel 1 period is 21 and goes steady
2020-01-05|0.9308737486442041|The channel 1 period is 21 and goes steady
2020-01-06|0.9972037971811801|The channel 1 goes as a steady sine wave
2020-01-07|0.9749279121818236|The channel 1 goes as a steady sine wave
2020-01-08|0.8660254037844387|The channel 1 goes as a steady sine wave
2020-01-09|0.6801727377709197|The channel 1 goes as a steady sine wave
2020-01-10|0.43388373911755823|The channel 1 goes as a steady sine wave
2020-01-11|0.14904226617617472|The channel 1 goes as a steady sine wave
2020-01-12|-0.14904226617617447|The channel 1 goes as a steady sine wave
2020-01-13|-0.433883739117558|The channel 1 goes as a steady sine wave
2020-01-14|-0.6801727377709195|The channel 1 goes as a steady sine wave
2020-01-15|-0.8660254037844384|The channel 1 goes as a steady sine wave
2020-01-16|-0.9749279121818236|The channel 1 goes as a steady sine wave
2020-01-17|-0.9972037971811802|The channel 1 goes as a steady sine wave
2020-01-18|-0.9308737486442045|The channel 1 goes as a steady sine wave
2020-01-19|-0.7818314824680299|The channel 1 goes as a steady sine wave
2020-01-20|-0.563320058063622|The channel 1 goes as a steady sine wave
2020-01-21|-0.2947551744109047|The channel 1 goes as a steady sine wave
2020-01-22|-2.4492935982947064e-16|The channel 1 goes as a steady sine wave
2020-01-23|0.29475517441090426|The channel 1 goes as a steady sine wave
2020-01-24|0.5633200580636223|The channel 1 goes as a steady sine wave
2020-01-25|0.7818314824680296|The channel 1 goes as a steady sine wave
2020-01-26|0.9308737486442042|The channel 1 goes as a steady sine wave
2020-01-27|0.9972037971811801|The channel 1 goes as a steady sine wave
2020-01-28|0.9749279121818237|The channel 1 goes as a steady sine wave
2020-01-29|0.8660254037844392|The channel 1 goes as a steady sine wave
2020-01-30|0.6801727377709192|The channel 1 goes as a steady sine wave
2020-01-31|0.43388373911755845|The channel 1 goes as a steady sine wave
2020-02-01|0.14904226617617364|The channel 1 goes as a steady sine wave
2020-02-02|-0.14904226617617292|The channel 1 goes as a steady sine wave
2020-02-03|-0.4338837391175578|The channel 1 goes as a steady sine wave
2020-02-04|-0.6801727377709187|The channel 1 goes as a steady sine wave
2020-02-05|-0.8660254037844387|The channel 1 goes as a steady sine wave
2020-02-06|-0.9749279121818235|The channel 1 goes as a steady sine wave
2020-02-07|-0.9972037971811802|The channel 1 goes as a steady sine wave
2020-02-08|-0.9308737486442042|The channel 1 goes as a steady sine wave
2020-02-09|-0.7818314824680301|The channel 1 goes as a steady sine wave
2020-02-10|-0.563320058063623|The channel 1 goes as a steady sine wave
2020-02-11|-0.2947551744109058|The channel 1 goes as a steady sine wave
2020-02-12|-4.898587196589413e-16|The channel 1 goes as a steady sine wave
2020-02-13|0.29475517441090315|The channel 1 goes as a steady sine wave
2020-02-14|0.5633200580636221|The channel 1 goes as a steady sine wave
2020-02-15|0.7818314824680295|The channel 1 goes as a steady sine wave
2020-02-16|0.9308737486442045|The channel 1 goes as a steady sine wave
2020-02-17|0.9972037971811801|The channel 1 goes as a steady sine wave
2020-02-18|0.9749279121818237|The channel 1 goes as a steady sine wave
2020-02-19|0.8660254037844384|The channel 1 goes as a steady sine wave
2020-02-20|0.6801727377709194|The channel 1 goes as a steady sine wave
2020-02-21|0.43388373911756023|The channel 1 goes as a steady sine wave
2020-02-22|0.1490422661761739|The channel 1 goes as a steady sine wave
2020-02-23|-0.14904226617617267|The channel 1 goes as a steady sine wave
2020-02-24|-0.43388373911755757|The channel 1 goes as a steady sine wave
2020-02-25|-0.6801727377709198|The channel 1 goes as a steady sine wave
2020-02-26|-0.8660254037844377|The channel 1 goes as a steady sine wave
2020-02-27|-0.9749279121818235|The channel 1 goes as a steady sine wave
2020-02-28|-0.9972037971811801|The channel 1 goes as a steady sine wave
2020-02-29|-0.9308737486442049|The channel 1 goes as a steady sine wave
2020-03-01|-0.7818314824680302|The channel 1 goes as a steady sine wave
2020-03-02|-0.5633200580636246|The channel 1 goes as a steady sine wave
2020-03-03|-0.29475517441090265|The channel 1 goes as a steady sine wave
2020-03-04|-7.347880794884119e-16|The channel 1 goes as a steady sine wave
2020-03-05|0.29475517441090127|The channel 1 goes as a steady sine wave
2020-03-06|0.5633200580636234|The channel 1 goes as a steady sine wave
2020-03-07|0.7818314824680294|The channel 1 goes as a steady sine wave
2020-03-08|0.9308737486442044|The channel 1 goes as a steady sine wave
2020-03-09|0.99720379718118|The channel 1 goes as a steady sine wave
2020-03-10|0.9749279121818238|The channel 1 goes as a steady sine wave
2020-03-11|0.8660254037844385|The channel 1 goes as a steady sine wave
2020-03-12|0.6801727377709209|The channel 1 goes as a steady sine wave
2020-03-13|0.4338837391175589|The channel 1 goes as a steady sine wave
2020-03-14|0.1490422661761741|The channel 1 goes as a steady sine wave
2020-03-15|-0.14904226617617242|The channel 1 goes as a steady sine wave
2020-03-16|-0.43388373911755734|The channel 1 goes as a steady sine wave
2020-03-17|-0.6801727377709196|The channel 1 goes as a steady sine wave
2020-03-18|-0.8660254037844376|The channel 1 goes as a steady sine wave
2020-03-19|-0.9749279121818234|The channel 1 goes as a steady sine wave
2020-03-20|-0.9972037971811801|The channel 1 goes as a steady sine wave
2020-03-21|-0.930873748644205|The channel 1 goes as a steady sine wave
2020-03-22|-0.7818314824680304|The channel 1 goes as a steady sine wave
2020-03-23|-0.5633200580636247|The channel 1 goes as a steady sine wave
2020-03-24|-0.2947551744109029|The channel 1 goes as a steady sine wave
2020-03-25|-9.797174393178826e-16|The channel 1 goes as a steady sine wave
2020-03-26|0.294755174410901|The channel 1 goes as a steady sine wave
2020-03-27|0.5633200580636202|The channel 1 goes as a steady sine wave
2020-03-28|0.7818314824680314|The channel 1 goes as a steady sine wave
2020-03-29|0.9308737486442044|The channel 1 goes as a steady sine wave
2020-03-30|0.99720379718118|The channel 1 goes as a steady sine wave
2020-03-31|0.9749279121818238|The period on channel 1 will be changed to 84 in 15 days
2020-04-01|0.8660254037844404|The period on channel 1 will be changed to 84 in 14 days
2020-04-02|0.6801727377709185|The period on channel 1 will be changed to 84 in 13 days
2020-04-03|0.4338837391175591|The period on channel 1 will be changed to 84 in 12 days
2020-04-04|0.14904226617617436|The period on channel 1 will be changed to 84 in 11 days
2020-04-05|-0.14904226617617217|The period on channel 1 will be changed to 84 in 10 days
2020-04-06|-0.4338837391175571|The period on channel 1 will be changed to 84 in 9 days
2020-04-07|-0.6801727377709168|The period on channel 1 will be changed to 84 in 8 days
2020-04-08|-0.8660254037844393|The period on channel 1 will be changed to 84 in 7 days
2020-04-09|-0.9749279121818234|The period on channel 1 will be changed to 84 in 6 days
2020-04-10|-0.9972037971811801|The period on channel 1 will be changed to 84 in 5 days
2020-04-11|-0.9308737486442051|The period on channel 1 will be changed to 84 in 4 days
2020-04-12|-0.7818314824680328|The period on channel 1 will be changed to 84 in 3 days
2020-04-13|-0.5633200580636221|The period on channel 1 will be changed to 84 in 2 days
2020-04-14|-0.2947551744109031|The period on channel 1 will be changed to 84 in 1 days
2020-04-15|0.0|The channel 1 period is 84 and goes steady
2020-04-16|0.07473009358642424|The channel 1 period is 84 and goes steady
2020-04-17|0.14904226617617441|The channel 1 period is 84 and goes steady
2020-04-18|0.2225209339563144|The channel 1 period is 84 and goes steady
2020-04-19|0.29475517441090415|The channel 1 period is 84 and goes steady
2020-04-20|0.365341024366395|The channel 1 goes as a steady sine wave
2020-04-21|0.4338837391175581|The channel 1 goes as a steady sine wave
2020-04-22|0.49999999999999994|The channel 1 goes as a steady sine wave
2020-04-23|0.563320058063622|The channel 1 goes as a steady sine wave
2020-04-24|0.6234898018587335|The channel 1 goes as a steady sine wave
2020-04-25|0.6801727377709194|The channel 1 goes as a steady sine wave
2020-04-26|0.7330518718298263|The channel 1 goes as a steady sine wave
2020-04-27|0.7818314824680298|The channel 1 goes as a steady sine wave
2020-04-28|0.8262387743159949|The channel 1 goes as a steady sine wave
2020-04-29|0.8660254037844386|The channel 1 goes as a steady sine wave
2020-04-30|0.9009688679024191|The channel 1 goes as a steady sine wave
2020-05-01|0.9308737486442041|The channel 1 goes as a steady sine wave
2020-05-02|0.9555728057861407|The channel 1 goes as a steady sine wave
2020-05-03|0.9749279121818236|The channel 1 goes as a steady sine wave
2020-05-04|0.9888308262251285|The channel 1 goes as a steady sine wave
2020-05-05|0.9972037971811801|The channel 1 goes as a steady sine wave
2020-05-06|1.0|The channel 1 goes as a steady sine wave
2020-05-07|0.9972037971811801|The channel 1 goes as a steady sine wave
2020-05-08|0.9888308262251285|The channel 1 goes as a steady sine wave
2020-05-09|0.9749279121818236|The channel 1 goes as a steady sine wave
2020-05-10|0.9555728057861407|The channel 1 goes as a steady sine wave
2020-05-11|0.9308737486442042|The channel 1 goes as a steady sine wave
2020-05-12|0.9009688679024191|The channel 1 goes as a steady sine wave
2020-05-13|0.8660254037844387|The channel 1 goes as a steady sine wave
2020-05-14|0.8262387743159948|The channel 1 goes as a steady sine wave
2020-05-15|0.7818314824680299|The channel 1 goes as a steady sine wave
2020-05-16|0.7330518718298262|The channel 1 goes as a steady sine wave
2020-05-17|0.6801727377709197|The channel 1 goes as a steady sine wave
2020-05-18|0.6234898018587336|The channel 1 goes as a steady sine wave
2020-05-19|0.5633200580636223|The channel 1 goes as a steady sine wave
2020-05-20|0.49999999999999994|The channel 1 goes as a steady sine wave
2020-05-21|0.43388373911755823|The channel 1 goes as a steady sine wave
2020-05-22|0.36534102436639526|The channel 1 goes as a steady sine wave
2020-05-23|0.2947551744109042|The channel 1 goes as a steady sine wave
2020-05-24|0.2225209339563145|The channel 1 goes as a steady sine wave
2020-05-25|0.14904226617617472|The channel 1 goes as a steady sine wave
2020-05-26|0.07473009358642467|The channel 1 goes as a steady sine wave
2020-05-27|1.2246467991473532e-16|The channel 1 goes as a steady sine wave
2020-05-28|-0.07473009358642398|The channel 1 goes as a steady sine wave
2020-05-29|-0.14904226617617447|The channel 1 goes as a steady sine wave
2020-05-30|-0.22252093395631428|The channel 1 goes as a steady sine wave
2020-05-31|-0.2947551744109044|The channel 1 goes as a steady sine wave
2020-06-01|-0.36534102436639504|The channel 1 goes as a steady sine wave
2020-06-02|-0.433883739117558|The channel 1 goes as a steady sine wave
2020-06-03|-0.5000000000000001|The channel 1 goes as a steady sine wave
2020-06-04|-0.5633200580636221|The channel 1 goes as a steady sine wave
2020-06-05|-0.623489801858733|The channel 1 goes as a steady sine wave
2020-06-06|-0.6801727377709195|The channel 1 goes as a steady sine wave
2020-06-07|-0.733051871829826|The channel 1 goes as a steady sine wave
2020-06-08|-0.7818314824680297|The channel 1 goes as a steady sine wave
2020-06-09|-0.8262387743159949|The channel 1 goes as a steady sine wave
2020-06-10|-0.8660254037844384|The channel 1 goes as a steady sine wave
2020-06-11|-0.900968867902419|The channel 1 goes as a steady sine wave
2020-06-12|-0.9308737486442044|The channel 1 goes as a steady sine wave
2020-06-13|-0.9555728057861406|The channel 1 goes as a steady sine wave
2020-06-14|-0.9749279121818236|The channel 1 goes as a steady sine wave
2020-06-15|-0.9888308262251284|The channel 1 goes as a steady sine wave
2020-06-16|-0.9972037971811801|The channel 1 goes as a steady sine wave
2020-06-17|-1.0|The channel 1 goes as a steady sine wave
2020-06-18|-0.9972037971811802|The channel 1 goes as a steady sine wave
2020-06-19|-0.9888308262251285|The channel 1 goes as a steady sine wave
2020-06-20|-0.9749279121818236|The channel 1 goes as a steady sine wave
2020-06-21|-0.9555728057861407|The channel 1 goes as a steady sine wave
2020-06-22|-0.9308737486442045|The channel 1 goes as a steady sine wave
2020-06-23|-0.9009688679024193|The channel 1 goes as a steady sine wave
2020-06-24|-0.8660254037844386|The channel 1 goes as a steady sine wave
2020-06-25|-0.8262387743159951|The channel 1 goes as a steady sine wave
2020-06-26|-0.7818314824680299|The channel 1 goes as a steady sine wave
2020-06-27|-0.7330518718298262|The channel 1 goes as a steady sine wave
2020-06-28|-0.6801727377709198|The channel 1 goes as a steady sine wave
2020-06-29|-0.6234898018587337|The channel 1 goes as a steady sine wave
2020-06-30|-0.563320058063622|The channel 1 goes as a steady sine wave
2020-07-01|-0.5000000000000004|The channel 1 goes as a steady sine wave
2020-07-02|-0.43388373911755834|The channel 1 goes as a steady sine wave
2020-07-03|-0.36534102436639493|The channel 1 goes as a steady sine wave
2020-07-04|-0.2947551744109047|The channel 1 goes as a steady sine wave
2020-07-05|-0.22252093395631464|The channel 1 goes as a steady sine wave
2020-07-06|-0.14904226617617528|The channel 1 goes as a steady sine wave
2020-07-07|-0.0747300935864239|The channel 1 goes as a steady sine wave
2020-07-08|-2.4492935982947064e-16|The channel 1 goes as a steady sine wave
2020-07-09|0.07473009358642342|The channel 1 goes as a steady sine wave
2020-07-10|0.14904226617617392|The channel 1 goes as a steady sine wave
2020-07-11|0.22252093395631503|The channel 1 goes as a steady sine wave
2020-07-12|0.29475517441090426|The channel 1 goes as a steady sine wave
2020-07-13|0.3653410243663945|The channel 1 goes as a steady sine wave
2020-07-14|0.4338837391175579|The channel 1 goes as a steady sine wave
2020-07-15|0.4999999999999993|The channel 1 goes as a steady sine wave
2020-07-16|0.5633200580636223|The channel 1 goes as a steady sine wave
2020-07-17|0.6234898018587334|The channel 1 goes as a steady sine wave
2020-07-18|0.6801727377709194|The channel 1 goes as a steady sine wave
2020-07-19|0.7330518718298259|The channel 1 goes as a steady sine wave
2020-07-20|0.7818314824680296|The channel 1 goes as a steady sine wave
2020-07-21|0.8262387743159944|The channel 1 goes as a steady sine wave
2020-07-22|0.8660254037844388|The channel 1 goes as a steady sine wave
2020-07-23|0.900968867902419|The channel 1 goes as a steady sine wave
2020-07-24|0.9308737486442042|The channel 1 goes as a steady sine wave
2020-07-25|0.9555728057861406|The channel 1 goes as a steady sine wave
2020-07-26|0.9749279121818234|The channel 1 goes as a steady sine wave
2020-07-27|0.9888308262251285|The channel 1 goes as a steady sine wave
2020-07-28|0.9972037971811801|The channel 1 goes as a steady sine wave
2020-07-29|1.0|The channel 1 goes as a steady sine wave
2020-07-30|0.9972037971811802|The channel 1 goes as a steady sine wave
2020-07-31|0.9888308262251287|The channel 1 goes as a steady sine wave
2020-08-01|0.9749279121818237|The channel 1 goes as a steady sine wave
2020-08-02|0.9555728057861405|The channel 1 goes as a steady sine wave
2020-08-03|0.9308737486442041|The channel 1 goes as a steady sine wave
2020-08-04|0.9009688679024193|The channel 1 goes as a steady sine wave
2020-08-05|0.8660254037844392|The channel 1 goes as a steady sine wave
2020-08-06|0.8262387743159947|The channel 1 goes as a steady sine wave
2020-08-07|0.78183148246803|The channel 1 goes as a steady sine wave
2020-08-08|0.733051871829827|The channel 1 goes as a steady sine wave
2020-08-09|0.6801727377709192|The channel 1 goes as a steady sine wave
2020-08-10|0.6234898018587338|The channel 1 goes as a steady sine wave
2020-08-11|0.5633200580636228|The channel 1 goes as a steady sine wave
2020-08-12|0.4999999999999998|The channel 1 goes as a steady sine wave
2020-08-13|0.43388373911755845|The channel 1 goes as a steady sine wave
2020-08-14|0.3653410243663959|The channel 1 goes as a steady sine wave
2020-08-15|0.2947551744109057|The channel 1 goes as a steady sine wave
